"Gender","Item Purchased","Category","Purchase Amount (USD)","Location","Size","Season","Payment Method","Frequency of Purchases"
"Male","Shirt","Clothing","32","New York","M","Summer","PayPal","Monthly"
"Male","T-shirt","Clothing","37","Connecticut","L","Winter","PayPal","Bi-Weekly"
"Male","Dress","Clothing","80","Nebraska","L","Winter","PayPal","Quarterly"
"Male","Backpack","Accessories","78","Arkansas","L","Summer","PayPal","Every 3 Months"
"Male","Gloves","Accessories","53","Connecticut","L","Summer","Bank Transfer","Bi-Weekly"
"Male","Shoes","Footwear","82","Maryland","L","Summer","Cash","Bi-Weekly"
"Male","Skirt","Clothing","33","Colorado","XL","Spring","PayPal","Fortnightly"
"Male","Gloves","Accessories","77","Colorado","M","Winter","Venmo","Quarterly"
"Male","Hoodie","Clothing","56","Maine","M","Winter","Cash","Monthly"
"Male","Socks","Clothing","37","Oklahoma","M","Winter","Credit Card","Fortnightly"
"Male","Gloves","Accessories","54","South Carolina","M","Spring","Cash","Bi-Weekly"
"Male","Shorts","Clothing","67","Nevada","M","Winter","Cash","Quarterly"
"Male","Shoes","Footwear","90","Colorado","M","Fall","Credit Card","Every 3 Months"
"Male","Jeans","Clothing","72","Massachusetts","L","Summer","Credit Card","Annually"
"Male","Boots","Footwear","59","Nevada","L","Summer","Debit Card","Quarterly"
"Male","Hat","Accessories","45","Iowa","M","Fall","PayPal","Fortnightly"
"Male","Shorts","Clothing","30","Michigan","L","Spring","Credit Card","Weekly"
"Male","Pants","Clothing","51","West Virginia","S","Summer","Debit Card","Monthly"
"Male","Sweater","Clothing","90","Indiana","M","Fall","Debit Card","Quarterly"
"Male","Jacket","Outerwear","95","Indiana","XL","Winter","Credit Card","Fortnightly"
"Male","Dress","Clothing","81","Georgia","L","Fall","Venmo","Annually"
"Male","Shirt","Clothing","70","Minnesota","S","Spring","Credit Card","Weekly"
"Male","Dress","Clothing","32","Louisiana","S","Winter","Bank Transfer","Fortnightly"
"Male","Belt","Accessories","94","Maryland","M","Spring","Credit Card","Bi-Weekly"
"Male","Hat","Accessories","29","Pennsylvania","XL","Spring","Venmo","Monthly"
"Male","Backpack","Accessories","31","Louisiana","M","Summer","PayPal","Every 3 Months"
"Male","Skirt","Clothing","20","Maryland","XL","Fall","Venmo","Every 3 Months"
"Male","Gloves","Accessories","44","Tennessee","M","Winter","PayPal","Fortnightly"
"Male","Jacket","Outerwear","77","Illinois","L","Fall","Cash","Quarterly"
"Male","Handbag","Accessories","51","Wyoming","M","Spring","PayPal","Fortnightly"
"Male","Sandals","Footwear","49","Florida","M","Summer","Bank Transfer","Annually"
"Male","Sunglasses","Accessories","78","Massachusetts","L","Spring","Cash","Quarterly"
"Male","Jeans","Clothing","98","Tennessee","L","Spring","Debit Card","Fortnightly"
"Male","Sandals","Footwear","94","Iowa","M","Winter","PayPal","Fortnightly"
"Male","Shoes","Footwear","91","Michigan","L","Summer","PayPal","Quarterly"
"Male","Sunglasses","Accessories","77","Kansas","M","Summer","PayPal","Monthly"
"Male","Scarf","Accessories","97","Georgia","M","Summer","Debit Card","Quarterly"
"Male","Skirt","Clothing","58","West Virginia","M","Summer","PayPal","Fortnightly"
"Male","Gloves","Accessories","97","Tennessee","M","Spring","Credit Card","Fortnightly"
"Male","Coat","Outerwear","48","Arkansas","L","Summer","Venmo","Quarterly"
"Male","Belt","Accessories","23","Vermont","XL","Summer","Cash","Quarterly"
"Male","Pants","Clothing","79","Virginia","M","Winter","Bank Transfer","Weekly"
"Male","Jewelry","Accessories","42","Maryland","S","Spring","PayPal","Bi-Weekly"
"Male","Backpack","Accessories","95","Connecticut","L","Spring","PayPal","Annually"
"Male","Sneakers","Footwear","29","Missouri","M","Summer","Venmo","Every 3 Months"
"Male","Hoodie","Clothing","98","New Jersey","L","Winter","Venmo","Monthly"
"Male","Blouse","Clothing","96","Arkansas","S","Spring","Cash","Weekly"
"Male","Sunglasses","Accessories","66","Nevada","M","Fall","Credit Card","Weekly"
"Male","Boots","Footwear","80","Missouri","S","Spring","Debit Card","Quarterly"
"Male","Sneakers","Footwear","27","South Dakota","L","Summer","Cash","Every 3 Months"
"Male","Backpack","Accessories","25","Connecticut","M","Fall","Debit Card","Bi-Weekly"
"Male","Pants","Clothing","45","Vermont","M","Fall","Cash","Quarterly"
"Male","Socks","Clothing","89","Tennessee","L","Winter","Debit Card","Monthly"
"Male","Belt","Accessories","27","California","M","Winter","Cash","Bi-Weekly"
"Male","Sunglasses","Accessories","90","Wyoming","S","Winter","Debit Card","Fortnightly"
"Male","Shirt","Clothing","65","New York","M","Summer","PayPal","Every 3 Months"
"Male","Sneakers","Footwear","72","Maine","S","Spring","Cash","Quarterly"
"Male","Shoes","Footwear","70","Georgia","L","Fall","Cash","Bi-Weekly"
"Male","Sandals","Footwear","82","Tennessee","M","Winter","PayPal","Fortnightly"
"Male","Scarf","Accessories","97","New Mexico","S","Fall","Credit Card","Annually"
"Male","Shirt","Clothing","25","Virginia","M","Summer","PayPal","Quarterly"
"Male","Skirt","Clothing","48","Florida","M","Spring","PayPal","Every 3 Months"
"Male","Boots","Footwear","99","Alabama","M","Summer","Venmo","Bi-Weekly"
"Male","Sweater","Clothing","21","Texas","M","Summer","Debit Card","Bi-Weekly"
"Male","Sandals","Footwear","94","West Virginia","M","Spring","Bank Transfer","Monthly"
"Male","Jeans","Clothing","53","Nevada","L","Fall","Cash","Fortnightly"
"Male","Backpack","Accessories","70","Virginia","M","Winter","Debit Card","Quarterly"
"Male","Skirt","Clothing","26","Wisconsin","L","Summer","PayPal","Bi-Weekly"
"Male","Belt","Accessories","82","Virginia","S","Summer","Credit Card","Fortnightly"
"Male","Shoes","Footwear","47","Maine","S","Winter","Debit Card","Fortnightly"
"Male","Socks","Clothing","32","Massachusetts","S","Winter","Bank Transfer","Every 3 Months"
"Male","Backpack","Accessories","97","Arkansas","S","Fall","Bank Transfer","Weekly"
"Male","Shirt","Clothing","68","Idaho","S","Winter","Cash","Fortnightly"
"Male","Sweater","Clothing","23","Pennsylvania","M","Winter","Cash","Quarterly"
"Male","Handbag","Accessories","33","Maine","M","Winter","Venmo","Quarterly"
"Male","Jewelry","Accessories","38","Alabama","S","Winter","Cash","Bi-Weekly"
"Male","Socks","Clothing","68","Idaho","S","Winter","Cash","Bi-Weekly"
"Male","Socks","Clothing","23","Arkansas","L","Fall","PayPal","Weekly"
"Male","Shirt","Clothing","29","Delaware","M","Summer","Debit Card","Fortnightly"
"Male","Scarf","Accessories","35","Maine","M","Winter","Bank Transfer","Every 3 Months"
"Male","Shoes","Footwear","73","Nebraska","S","Fall","Credit Card","Every 3 Months"
"Male","Shoes","Footwear","84","Ohio","XL","Fall","Venmo","Bi-Weekly"
"Male","Scarf","Accessories","23","Montana","M","Spring","PayPal","Quarterly"
"Male","Sunglasses","Accessories","67","New Mexico","S","Summer","Credit Card","Monthly"
"Male","Socks","Clothing","51","North Carolina","L","Spring","Credit Card","Monthly"
"Male","Blouse","Clothing","36","South Carolina","M","Winter","Cash","Annually"
"Male","Jeans","Clothing","55","Illinois","L","Summer","Venmo","Annually"
"Male","Shorts","Clothing","30","Alabama","M","Spring","PayPal","Monthly"
"Male","T-shirt","Clothing","70","Oklahoma","S","Summer","Bank Transfer","Weekly"
"Male","Blouse","Clothing","63","Minnesota","S","Winter","Cash","Weekly"
"Male","Belt","Accessories","87","Illinois","S","Summer","Venmo","Bi-Weekly"
"Male","Blouse","Clothing","70","Arkansas","L","Spring","Credit Card","Fortnightly"
"Male","T-shirt","Clothing","51","Minnesota","M","Spring","Debit Card","Bi-Weekly"
"Male","Jewelry","Accessories","25","South Carolina","XL","Spring","Venmo","Quarterly"
"Male","Jacket","Outerwear","32","New York","S","Winter","PayPal","Bi-Weekly"
"Male","Shoes","Footwear","52","Alabama","M","Spring","Venmo","Monthly"
"Male","Gloves","Accessories","33","New York","M","Summer","PayPal","Weekly"
"Male","Jeans","Clothing","68","Missouri","L","Spring","PayPal","Fortnightly"
"Male","Jewelry","Accessories","20","Georgia","M","Fall","PayPal","Quarterly"
"Male","Pants","Clothing","32","Oklahoma","M","Winter","Cash","Every 3 Months"
"Male","Jewelry","Accessories","82","Connecticut","M","Summer","Cash","Annually"
"Male","Sneakers","Footwear","64","Michigan","XL","Winter","Bank Transfer","Quarterly"
"Male","Boots","Footwear","24","Rhode Island","L","Fall","Venmo","Annually"
"Male","Hat","Accessories","96","Mississippi","M","Summer","Debit Card","Annually"
"Male","T-shirt","Clothing","94","Massachusetts","L","Spring","Credit Card","Monthly"
"Male","Backpack","Accessories","48","New Hampshire","M","Winter","Bank Transfer","Annually"
"Male","Sunglasses","Accessories","60","Wyoming","S","Spring","Credit Card","Fortnightly"
"Male","Sweater","Clothing","56","New Jersey","XL","Spring","PayPal","Annually"
"Male","Handbag","Accessories","33","Texas","M","Fall","Bank Transfer","Weekly"
"Male","Backpack","Accessories","46","Minnesota","L","Spring","PayPal","Monthly"
"Male","Socks","Clothing","37","South Dakota","L","Spring","PayPal","Every 3 Months"
"Male","Shirt","Clothing","98","Washington","M","Winter","Bank Transfer","Quarterly"
"Male","Shorts","Clothing","50","California","XL","Spring","PayPal","Weekly"
"Male","Belt","Accessories","63","Wisconsin","M","Fall","Bank Transfer","Quarterly"
"Male","Sweater","Clothing","70","Michigan","S","Summer","Debit Card","Annually"
"Male","Coat","Outerwear","63","South Carolina","L","Fall","Cash","Quarterly"
"Male","Shorts","Clothing","86","Indiana","M","Fall","Cash","Monthly"
"Male","Shoes","Footwear","99","Arkansas","M","Summer","Bank Transfer","Monthly"
"Male","Sneakers","Footwear","40","Oregon","M","Spring","Bank Transfer","Bi-Weekly"
"Male","Sneakers","Footwear","92","Illinois","M","Fall","Debit Card","Fortnightly"
"Male","Pants","Clothing","21","Maryland","XL","Fall","Cash","Fortnightly"
"Male","Jewelry","Accessories","81","Vermont","XL","Summer","Venmo","Monthly"
"Male","T-shirt","Clothing","82","Texas","M","Fall","Debit Card","Quarterly"
"Male","Jewelry","Accessories","88","Nebraska","XL","Spring","Cash","Monthly"
"Male","Jacket","Outerwear","100","South Carolina","S","Fall","PayPal","Quarterly"
"Male","Backpack","Accessories","66","Massachusetts","M","Winter","Bank Transfer","Weekly"
"Male","Belt","Accessories","25","Texas","S","Winter","PayPal","Every 3 Months"
"Male","Scarf","Accessories","53","Florida","M","Summer","Debit Card","Fortnightly"
"Male","Sweater","Clothing","28","South Carolina","S","Fall","Debit Card","Monthly"
"Male","Gloves","Accessories","23","Florida","S","Fall","Debit Card","Bi-Weekly"
"Male","Scarf","Accessories","34","Nebraska","L","Fall","Bank Transfer","Annually"
"Male","Dress","Clothing","42","Hawaii","M","Spring","Debit Card","Weekly"
"Male","Jeans","Clothing","24","Montana","L","Summer","PayPal","Quarterly"
"Male","Sunglasses","Accessories","47","South Dakota","S","Fall","Debit Card","Bi-Weekly"
"Male","Coat","Outerwear","78","Alabama","S","Spring","Bank Transfer","Bi-Weekly"
"Male","Jeans","Clothing","89","Arkansas","M","Summer","Venmo","Every 3 Months"
"Male","Scarf","Accessories","59","Mississippi","L","Fall","Credit Card","Fortnightly"
"Male","Blouse","Clothing","94","Vermont","S","Summer","Bank Transfer","Quarterly"
"Male","Jeans","Clothing","49","New York","M","Fall","Debit Card","Weekly"
"Male","Dress","Clothing","89","North Dakota","L","Summer","Cash","Every 3 Months"
"Male","Hat","Accessories","91","Wisconsin","M","Summer","Credit Card","Weekly"
"Male","Sandals","Footwear","89","California","L","Spring","Debit Card","Annually"
"Male","Jacket","Outerwear","57","Maryland","L","Spring","Credit Card","Every 3 Months"
"Male","Socks","Clothing","71","Massachusetts","S","Winter","Debit Card","Monthly"
"Male","Jeans","Clothing","97","Washington","XL","Fall","Bank Transfer","Quarterly"
"Male","Sandals","Footwear","45","Minnesota","M","Fall","Bank Transfer","Weekly"
"Male","Dress","Clothing","91","Washington","M","Spring","Debit Card","Annually"
"Male","Socks","Clothing","25","South Carolina","M","Spring","Venmo","Annually"
"Male","Hoodie","Clothing","63","New Mexico","M","Fall","Bank Transfer","Fortnightly"
"Male","Dress","Clothing","52","North Carolina","L","Summer","Debit Card","Annually"
"Male","Sneakers","Footwear","43","Iowa","S","Winter","Credit Card","Weekly"
"Male","T-shirt","Clothing","28","Louisiana","M","Summer","Venmo","Quarterly"
"Male","T-shirt","Clothing","78","Oklahoma","L","Summer","PayPal","Annually"
"Male","Sweater","Clothing","31","Michigan","M","Spring","Cash","Fortnightly"
"Male","Shirt","Clothing","23","Oregon","M","Winter","Bank Transfer","Bi-Weekly"
"Male","Hat","Accessories","25","Idaho","M","Spring","Cash","Monthly"
"Male","Pants","Clothing","86","Indiana","S","Summer","Venmo","Weekly"
"Male","Shoes","Footwear","88","New Mexico","M","Spring","Venmo","Weekly"
"Male","Gloves","Accessories","35","South Carolina","M","Spring","Venmo","Bi-Weekly"
"Male","Jewelry","Accessories","34","Vermont","M","Fall","Credit Card","Every 3 Months"
"Male","Pants","Clothing","75","Delaware","M","Winter","PayPal","Quarterly"
"Male","Hoodie","Clothing","46","North Dakota","XL","Winter","Credit Card","Quarterly"
"Male","Jewelry","Accessories","31","California","L","Fall","Venmo","Every 3 Months"
"Male","Socks","Clothing","93","Montana","L","Spring","Debit Card","Every 3 Months"
"Male","Sunglasses","Accessories","85","Missouri","XL","Spring","Bank Transfer","Annually"
"Male","Belt","Accessories","68","Tennessee","M","Fall","Cash","Fortnightly"
"Male","Dress","Clothing","40","Virginia","M","Spring","PayPal","Every 3 Months"
"Male","Shirt","Clothing","51","Vermont","M","Winter","Debit Card","Annually"
"Male","Scarf","Accessories","85","Rhode Island","M","Winter","Bank Transfer","Bi-Weekly"
"Male","Jacket","Outerwear","23","Kansas","M","Summer","Debit Card","Bi-Weekly"
"Male","Dress","Clothing","28","Colorado","L","Summer","Debit Card","Annually"
"Male","Socks","Clothing","44","Georgia","M","Fall","Debit Card","Quarterly"
"Male","Jewelry","Accessories","57","Nebraska","M","Spring","Venmo","Bi-Weekly"
"Male","Scarf","Accessories","98","Missouri","S","Fall","PayPal","Quarterly"
"Male","Backpack","Accessories","68","Alaska","M","Winter","Bank Transfer","Monthly"
"Male","Jacket","Outerwear","36","Virginia","L","Fall","Debit Card","Weekly"
"Male","Coat","Outerwear","71","Nebraska","L","Spring","Debit Card","Bi-Weekly"
"Male","Skirt","Clothing","60","Rhode Island","M","Fall","Venmo","Quarterly"
"Male","Coat","Outerwear","87","New Hampshire","M","Fall","PayPal","Quarterly"
"Male","Shoes","Footwear","38","Alabama","XL","Winter","Credit Card","Monthly"
"Male","Boots","Footwear","45","North Carolina","M","Spring","Debit Card","Weekly"
"Male","Coat","Outerwear","47","New Mexico","L","Fall","PayPal","Weekly"
"Male","Skirt","Clothing","57","Minnesota","L","Fall","PayPal","Every 3 Months"
"Male","Backpack","Accessories","68","Arizona","L","Summer","Credit Card","Annually"
"Male","Shorts","Clothing","52","Montana","M","Fall","Bank Transfer","Fortnightly"
"Male","Skirt","Clothing","87","Vermont","M","Fall","Debit Card","Weekly"
"Male","Hat","Accessories","34","Maine","M","Summer","Bank Transfer","Annually"
"Male","Sandals","Footwear","41","Virginia","XL","Winter","Credit Card","Fortnightly"
"Male","Sunglasses","Accessories","94","California","S","Winter","Debit Card","Every 3 Months"
"Male","Sunglasses","Accessories","93","New York","M","Summer","Bank Transfer","Fortnightly"
"Male","Socks","Clothing","51","Indiana","XL","Winter","Credit Card","Every 3 Months"
"Male","Sweater","Clothing","42","Mississippi","M","Fall","Venmo","Quarterly"
"Male","Boots","Footwear","95","New York","M","Winter","Cash","Weekly"
"Male","Handbag","Accessories","90","New Mexico","M","Fall","Cash","Fortnightly"
"Male","Dress","Clothing","98","Kentucky","M","Winter","PayPal","Annually"
"Male","Hat","Accessories","39","North Dakota","M","Winter","Venmo","Quarterly"
"Male","Sandals","Footwear","66","Arkansas","L","Fall","Venmo","Bi-Weekly"
"Male","Shoes","Footwear","23","Maryland","L","Winter","PayPal","Quarterly"
"Male","Skirt","Clothing","73","Connecticut","S","Winter","PayPal","Annually"
"Male","Sunglasses","Accessories","23","Utah","XL","Summer","PayPal","Every 3 Months"
"Male","Skirt","Clothing","43","Missouri","S","Fall","Cash","Fortnightly"
"Male","T-shirt","Clothing","45","Nebraska","XL","Winter","PayPal","Bi-Weekly"
"Male","Sandals","Footwear","21","Hawaii","L","Winter","Bank Transfer","Weekly"
"Male","Shirt","Clothing","40","Illinois","M","Spring","Cash","Weekly"
"Male","Jeans","Clothing","58","Vermont","L","Fall","Venmo","Monthly"
"Male","Shorts","Clothing","48","New Jersey","L","Summer","Bank Transfer","Bi-Weekly"
"Male","Shirt","Clothing","94","Kentucky","M","Fall","PayPal","Annually"
"Male","Scarf","Accessories","74","Wyoming","M","Spring","Cash","Every 3 Months"
"Male","Handbag","Accessories","51","Hawaii","L","Fall","PayPal","Monthly"
"Male","Skirt","Clothing","83","Missouri","M","Winter","Debit Card","Bi-Weekly"
"Male","Handbag","Accessories","68","Mississippi","L","Winter","Venmo","Fortnightly"
"Male","Gloves","Accessories","84","Massachusetts","XL","Spring","Bank Transfer","Fortnightly"
"Male","Shirt","Clothing","58","Louisiana","M","Fall","Cash","Annually"
"Male","Blouse","Clothing","92","West Virginia","L","Winter","PayPal","Annually"
"Male","Dress","Clothing","69","Washington","S","Summer","Debit Card","Fortnightly"
"Male","Shorts","Clothing","48","Oregon","S","Summer","PayPal","Weekly"
"Male","Shoes","Footwear","60","New York","L","Spring","Bank Transfer","Monthly"
"Male","Sandals","Footwear","20","Iowa","S","Winter","PayPal","Bi-Weekly"
"Male","Pants","Clothing","55","Idaho","M","Summer","Credit Card","Every 3 Months"
"Male","Jacket","Outerwear","88","New Jersey","S","Spring","Credit Card","Bi-Weekly"
"Male","Skirt","Clothing","48","Ohio","L","Winter","Venmo","Fortnightly"
"Male","Handbag","Accessories","74","Connecticut","M","Spring","Cash","Quarterly"
"Male","Coat","Outerwear","42","Florida","M","Fall","Bank Transfer","Bi-Weekly"
"Male","Sweater","Clothing","32","South Carolina","M","Fall","Venmo","Every 3 Months"
"Male","Shorts","Clothing","98","Missouri","M","Summer","Cash","Fortnightly"
"Male","Skirt","Clothing","89","Rhode Island","S","Fall","PayPal","Fortnightly"
"Male","Gloves","Accessories","97","Delaware","S","Summer","Venmo","Quarterly"
"Male","Backpack","Accessories","49","Colorado","S","Spring","Cash","Annually"
"Male","Dress","Clothing","50","Nebraska","M","Spring","Credit Card","Fortnightly"
"Male","Belt","Accessories","91","Vermont","S","Winter","Debit Card","Quarterly"
"Male","Gloves","Accessories","93","Montana","XL","Winter","PayPal","Bi-Weekly"
"Male","Jewelry","Accessories","98","Florida","M","Summer","Venmo","Annually"
"Male","Socks","Clothing","82","Delaware","L","Fall","PayPal","Monthly"
"Male","Coat","Outerwear","37","Connecticut","M","Summer","Cash","Quarterly"
"Male","Handbag","Accessories","63","Hawaii","M","Fall","Bank Transfer","Bi-Weekly"
"Male","Blouse","Clothing","99","New Mexico","M","Winter","Venmo","Bi-Weekly"
"Male","Shorts","Clothing","37","Kansas","M","Spring","Cash","Monthly"
"Male","Shoes","Footwear","34","Nevada","S","Spring","PayPal","Every 3 Months"
"Male","Shorts","Clothing","32","North Carolina","M","Winter","Debit Card","Every 3 Months"
"Male","Sandals","Footwear","23","New Mexico","XL","Winter","PayPal","Every 3 Months"
"Male","Blouse","Clothing","78","Idaho","M","Spring","PayPal","Annually"
"Male","Coat","Outerwear","54","California","M","Winter","Credit Card","Weekly"
"Male","Blouse","Clothing","94","Wisconsin","XL","Fall","Credit Card","Bi-Weekly"
"Male","Belt","Accessories","75","Alaska","S","Spring","Credit Card","Annually"
"Male","Blouse","Clothing","69","Pennsylvania","S","Summer","Cash","Bi-Weekly"
"Male","Scarf","Accessories","35","Virginia","L","Winter","Credit Card","Monthly"
"Male","Shirt","Clothing","78","California","L","Spring","PayPal","Monthly"
"Male","Socks","Clothing","29","Kentucky","M","Summer","Bank Transfer","Quarterly"
"Male","Jeans","Clothing","62","New York","M","Fall","Cash","Monthly"
"Male","Dress","Clothing","58","Vermont","M","Spring","PayPal","Weekly"
"Male","Boots","Footwear","88","Pennsylvania","M","Summer","Venmo","Monthly"
"Male","Scarf","Accessories","80","New York","L","Summer","Venmo","Monthly"
"Male","Scarf","Accessories","47","North Carolina","M","Summer","Debit Card","Monthly"
"Male","Gloves","Accessories","51","Wyoming","L","Summer","Debit Card","Every 3 Months"
"Male","Pants","Clothing","25","Ohio","L","Spring","Venmo","Annually"
"Male","Dress","Clothing","36","Alabama","M","Summer","Credit Card","Weekly"
"Male","Dress","Clothing","79","Rhode Island","M","Winter","Cash","Quarterly"
"Male","Jeans","Clothing","41","Oregon","S","Winter","Debit Card","Monthly"
"Male","Sweater","Clothing","68","North Dakota","XL","Fall","PayPal","Weekly"
"Male","Sandals","Footwear","51","Illinois","L","Spring","Bank Transfer","Fortnightly"
"Male","Handbag","Accessories","38","New Mexico","M","Fall","Credit Card","Annually"
"Male","Scarf","Accessories","46","Colorado","XL","Summer","PayPal","Monthly"
"Male","Sandals","Footwear","20","Utah","XL","Summer","Bank Transfer","Quarterly"
"Male","Sunglasses","Accessories","25","Virginia","M","Summer","PayPal","Fortnightly"
"Male","Sweater","Clothing","89","Maine","L","Winter","Debit Card","Every 3 Months"
"Male","Pants","Clothing","77","Nebraska","M","Winter","Bank Transfer","Quarterly"
"Male","Hat","Accessories","94","Hawaii","M","Fall","Debit Card","Quarterly"
"Male","Belt","Accessories","100","Idaho","L","Fall","Debit Card","Weekly"
"Male","Sandals","Footwear","96","West Virginia","M","Winter","Credit Card","Fortnightly"
"Male","Pants","Clothing","36","Vermont","XL","Winter","Venmo","Bi-Weekly"
"Male","Jewelry","Accessories","27","Indiana","XL","Fall","Bank Transfer","Fortnightly"
"Male","Sunglasses","Accessories","67","Idaho","M","Winter","Debit Card","Quarterly"
"Male","Blouse","Clothing","91","Minnesota","S","Fall","Bank Transfer","Fortnightly"
"Male","Belt","Accessories","62","Wyoming","XL","Fall","Cash","Annually"
"Male","Shorts","Clothing","88","Kansas","XL","Fall","Credit Card","Annually"
"Male","Pants","Clothing","66","Georgia","M","Summer","Credit Card","Weekly"
"Male","Sandals","Footwear","65","Kansas","M","Fall","PayPal","Quarterly"
"Male","Gloves","Accessories","25","Nebraska","L","Winter","Cash","Quarterly"
"Male","Belt","Accessories","64","Washington","S","Spring","Credit Card","Annually"
"Male","Shirt","Clothing","72","Missouri","L","Spring","Cash","Annually"
"Male","Scarf","Accessories","74","Washington","S","Summer","Credit Card","Fortnightly"
"Male","Gloves","Accessories","50","Kansas","M","Fall","Credit Card","Weekly"
"Male","Pants","Clothing","97","Minnesota","M","Fall","Venmo","Monthly"
"Male","Sneakers","Footwear","36","Colorado","S","Spring","Venmo","Fortnightly"
"Male","Jacket","Outerwear","49","Utah","M","Fall","Credit Card","Weekly"
"Male","Shoes","Footwear","64","North Carolina","L","Spring","Cash","Fortnightly"
"Male","Blouse","Clothing","31","Florida","XL","Summer","Credit Card","Monthly"
"Male","Boots","Footwear","66","New Hampshire","S","Winter","Cash","Weekly"
"Male","Socks","Clothing","82","Illinois","M","Spring","Credit Card","Annually"
"Male","T-shirt","Clothing","88","Louisiana","M","Winter","Debit Card","Fortnightly"
"Male","Sandals","Footwear","34","Alabama","S","Summer","Venmo","Every 3 Months"
"Male","Sneakers","Footwear","84","Florida","L","Winter","Debit Card","Weekly"
"Male","Jewelry","Accessories","96","Alabama","L","Summer","Credit Card","Every 3 Months"
"Male","Sandals","Footwear","71","California","L","Winter","Debit Card","Every 3 Months"
"Male","Jacket","Outerwear","77","Maryland","M","Summer","Bank Transfer","Bi-Weekly"
"Male","Skirt","Clothing","66","Nevada","M","Spring","Credit Card","Bi-Weekly"
"Male","Shirt","Clothing","21","Massachusetts","M","Winter","Debit Card","Annually"
"Male","Shorts","Clothing","37","South Carolina","M","Summer","PayPal","Annually"
"Male","Socks","Clothing","90","Delaware","L","Fall","PayPal","Fortnightly"
"Male","Jacket","Outerwear","96","Hawaii","M","Fall","PayPal","Every 3 Months"
"Male","Jewelry","Accessories","37","Florida","L","Summer","Venmo","Annually"
"Male","T-shirt","Clothing","66","Rhode Island","M","Winter","PayPal","Fortnightly"
"Male","Gloves","Accessories","45","Wyoming","XL","Spring","Debit Card","Weekly"
"Male","Shoes","Footwear","89","Colorado","L","Summer","Credit Card","Weekly"
"Male","Shoes","Footwear","94","Virginia","L","Fall","Debit Card","Monthly"
"Male","Shoes","Footwear","96","Nebraska","S","Summer","Bank Transfer","Annually"
"Male","Hoodie","Clothing","31","Oklahoma","M","Spring","PayPal","Monthly"
"Male","Belt","Accessories","79","North Dakota","M","Winter","PayPal","Every 3 Months"
"Male","Coat","Outerwear","39","Michigan","L","Spring","Bank Transfer","Quarterly"
"Male","Blouse","Clothing","22","California","M","Fall","Credit Card","Quarterly"
"Male","Skirt","Clothing","32","Tennessee","L","Fall","Bank Transfer","Annually"
"Male","T-shirt","Clothing","71","Ohio","L","Winter","Credit Card","Every 3 Months"
"Male","Jeans","Clothing","96","Florida","XL","Spring","Cash","Annually"
"Male","Scarf","Accessories","82","Missouri","M","Fall","PayPal","Quarterly"
"Male","Backpack","Accessories","76","South Carolina","L","Spring","Bank Transfer","Fortnightly"
"Male","Backpack","Accessories","22","Arizona","M","Winter","PayPal","Monthly"
"Male","Scarf","Accessories","40","Indiana","XL","Winter","Cash","Quarterly"
"Male","Hat","Accessories","92","North Dakota","M","Summer","PayPal","Monthly"
"Male","Coat","Outerwear","94","Montana","XL","Fall","PayPal","Quarterly"
"Male","Dress","Clothing","44","Missouri","M","Fall","Debit Card","Weekly"
"Male","Gloves","Accessories","49","Kentucky","S","Spring","Venmo","Weekly"
"Male","Sweater","Clothing","26","Georgia","L","Spring","Bank Transfer","Monthly"
"Male","Skirt","Clothing","38","Kentucky","M","Fall","Credit Card","Annually"
"Male","Blouse","Clothing","72","Georgia","L","Spring","Venmo","Weekly"
"Male","Dress","Clothing","99","Alaska","M","Summer","PayPal","Quarterly"
"Male","Jacket","Outerwear","38","Maine","L","Spring","PayPal","Monthly"
"Male","Coat","Outerwear","96","New Mexico","L","Winter","PayPal","Bi-Weekly"
"Male","Dress","Clothing","27","New York","L","Spring","PayPal","Fortnightly"
"Male","Shorts","Clothing","24","Oklahoma","M","Winter","Debit Card","Weekly"
"Male","Jeans","Clothing","82","Wyoming","L","Summer","Debit Card","Weekly"
"Male","Hat","Accessories","56","Alabama","M","Summer","Credit Card","Quarterly"
"Male","Gloves","Accessories","25","Maryland","M","Fall","Cash","Every 3 Months"
"Male","Sneakers","Footwear","67","West Virginia","L","Spring","Bank Transfer","Quarterly"
"Male","Shoes","Footwear","21","Kentucky","M","Summer","Credit Card","Fortnightly"
"Male","Hoodie","Clothing","27","Kansas","XL","Summer","Bank Transfer","Annually"
"Male","Sneakers","Footwear","97","Idaho","S","Fall","Credit Card","Annually"
"Male","Handbag","Accessories","45","Ohio","S","Winter","Credit Card","Fortnightly"
"Male","Blouse","Clothing","63","Iowa","XL","Fall","Venmo","Annually"
"Male","Belt","Accessories","100","Michigan","L","Summer","PayPal","Every 3 Months"
"Male","Socks","Clothing","38","South Dakota","L","Spring","Venmo","Quarterly"
"Male","Blouse","Clothing","45","Nebraska","L","Summer","Debit Card","Annually"
"Male","Jewelry","Accessories","91","California","M","Fall","PayPal","Weekly"
"Male","Shorts","Clothing","82","Nevada","M","Fall","Venmo","Weekly"
"Male","Boots","Footwear","48","Kansas","L","Winter","PayPal","Quarterly"
"Male","Coat","Outerwear","30","Ohio","M","Spring","Credit Card","Quarterly"
"Male","T-shirt","Clothing","34","Vermont","S","Spring","Debit Card","Monthly"
